,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,,,,,,
438,Romelu Lukaku ,Forward,34,,,7,,,18,3,21,15,,,,,,,,,,7,721,21.21,9,36,,,,4,0,31,18,16,3,2,11,1,0.47,,,,,
439,Dodi Lukébakio ,Forward,1,,,1,,,0,0,0,0,,,,,,,,,,0,6,6,0,2,,,,0,0,0,0,0,0,0,0,0,0,,,,,
440,Levi Lumeka ,Forward,1,,,1,,,1,1,0,0,,,,,,,,,,0,7,7,0,4,,,,0,0,0,0,0,0,0,0,0,0,,,,,
441,Matt Macey ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
442,Niki Mäenpää ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
443,Pablo Maffeo ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
444,Harry Maguire ,Defender,38,9,60,63,73%,1,7,48,176,115,0,269,263,136,51,119,63,0,0,4,"1,740",45.79,5,15,13%,2,173,7,0,34,4,2,1,1,0,2,,,,,,
445,Connor Mahoney ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
446,Riyad Mahrez ,Forward,36,,,39,,,19,18,9,5,,,,,,,,,,10,"1,276",35.44,12,158,,,,2,0,23,10,12,1,1,10,0,0.33,,,,,
447,Ainsley Maitland-Niles ,Midfielder,15,,,25,68%,,1,12,22,8,,73,56,59,20,6,14,,0,0,536,35.73,1,20,25%,0,22,1,0,10,0,0,0,0,0,1,0,,,,,
448,Moses Makasi ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
449,Donyell Malen ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
450,Scott Malone ,Defender,22,2,23,39,74%,0,2,26,38,13,0,89,76,65,15,14,13,0,2,1,493,22.41,0,46,7%,0,41,3,0,19,0,0,0,0,0,0,,,,,,
451,Steve Mandanda ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
452,Sadio Mané ,Forward,29,,,28,,,13,9,7,6,,,,,,,,,,7,962,33.17,9,32,,,,3,1,24,12,10,0,7,3,3,0.34,,,,,
453,Eliaquim Mangala ,Defender,11,2,7,7,57%,0,1,3,28,12,0,44,25,26,4,14,14,0,1,0,413,37.55,0,0,0%,1,14,0,0,3,0,0,0,0,0,0,,,,,,
454,Javier Manquillo ,Defender,21,4,31,36,61%,0,0,18,49,23,0,70,82,81,12,22,19,0,0,1,540,25.71,3,30,20%,0,24,2,0,24,2,0,0,0,0,0,,,,,,
455,Elvis Manu ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
456,Solly March ,Midfielder,36,,,54,76%,,10,13,29,13,,135,143,177,48,19,42,,0,1,637,17.69,4,102,16%,1,36,3,0,29,7,1,1,0,0,2,0.03,,,,,
457,Adrian Mariappa ,Defender,28,6,43,45,58%,1,2,45,129,79,1,111,149,130,2,90,75,0,2,0,961,34.32,0,4,0%,0,54,4,0,32,0,0,0,0,0,0,,,,,,
458,Adnan Maric ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
459,Lazar Markovic ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
460,Dean Marney ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
461,Anthony Martial ,Forward,30,,,15,,,18,3,6,4,,,,,,,,,,5,731,24.37,9,48,,,,1,0,17,8,9,1,7,1,0,0.3,,,,,
462,Emiliano Martínez ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
463,Bruno Martins Indi ,Defender,17,1,27,21,57%,1,1,21,76,39,0,55,52,42,0,25,21,0,1,0,351,20.65,0,4,75%,0,27,3,0,12,1,0,0,0,0,0,,,,,,
464,Brandon Mason ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
465,Massadio Haidara ,Defender,1,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
466,Ntumba Massanka ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
467,Conor Masterson ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
468,Arthur Masuaku ,Defender,27,4,29,58,64%,0,3,26,33,11,0,143,194,165,83,23,20,0,0,3,683,25.3,3,100,14%,1,28,5,0,30,2,0,0,0,0,0,,,,,,
469,Juan Mata ,Midfielder,28,,,18,72%,,6,15,7,0,,109,58,67,17,3,8,,1,5,"1,215",43.39,6,111,27%,4,54,1,0,12,18,3,0,0,3,2,0.11,,,,,
470,Ales Mateju ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
471,Nemanja Matic ,Midfielder,36,,,70,60%,,5,64,56,27,,317,202,148,54,57,28,,1,1,"2,601",72.25,2,18,22%,4,175,6,0,33,2,1,0,0,1,0,0.03,,,,,
472,Joel Matip ,Defender,25,9,27,35,69%,0,2,35,96,58,1,123,104,58,3,57,21,0,1,0,"1,655",66.2,1,0,0%,1,91,3,0,19,1,1,0,1,0,1,,,,,,
473,Konstantinos Mavropanos ,Defender,3,1,3,1,100%,0,0,6,11,9,0,14,8,9,1,4,7,0,0,0,103,34.33,0,0,0%,0,6,0,1,2,0,0,0,0,0,0,,,,,,
474,Alfie Mawson ,Defender,38,9,56,32,69%,0,3,35,222,126,1,220,186,117,23,122,74,0,1,1,"1,744",45.89,1,2,50%,1,190,3,0,19,1,2,0,2,0,0,,,,,,
475,Chancel Mbemba ,Defender,9,1,11,16,75%,0,0,15,41,26,0,34,47,34,8,19,17,0,0,0,213,23.67,1,7,57%,1,9,0,0,5,0,0,0,0,0,0,,,,,,
476,James McArthur ,Midfielder,33,,,58,76%,,9,36,37,12,,177,151,186,27,39,52,,0,1,"1,070",32.42,3,11,18%,3,37,5,0,45,0,5,0,2,3,0,0.15,,,,,
477,Gareth McAuley ,Defender,9,0,15,8,88%,0,0,11,15,11,0,26,26,16,1,15,10,0,0,0,125,13.89,0,1,100%,0,16,0,0,2,0,0,0,0,0,0,,,,,,
478,Oliver McBurnie ,Forward,11,,,4,,,1,0,3,3,,,,,,,,,,1,99,9,1,3,,,,0,0,4,0,0,0,0,0,0,0,,,,,
479,James McCarthy ,Midfielder,4,,,9,100%,,0,5,3,0,,20,18,12,3,4,4,,1,0,97,24.25,0,2,0%,0,1,0,0,3,0,0,0,0,0,0,0,,,,,
480,James McClean ,Midfielder,30,,,40,70%,,9,19,15,6,,91,90,146,23,16,22,,0,0,359,11.97,0,88,22%,0,5,7,0,35,5,1,0,0,1,0,0.03,,,,,
481,Marcus McGuane ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
482,Callum McManaman ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
483,Dwight McNeil ,Midfielder,1,,,0,,,0,0,0,0,,,,,,,,,,0,1,1,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
484,Sam McQueen ,Defender,7,,,4,100%,,0,3,3,1,,10,6,5,2,0,1,,0,0,63,9,0,4,0%,0,1,0,0,0,1,0,0,0,0,0,0,,,,,
485,Scott McTominay ,Midfielder,13,,,11,82%,,0,13,9,8,,44,43,38,5,12,10,,0,0,343,26.38,0,4,0%,1,12,2,0,7,0,0,0,0,0,0,0,,,,,
486,Ben Mee ,Defender,29,9,27,33,61%,2,4,33,208,138,2,153,178,108,3,117,78,0,1,0,"1,071",36.93,0,3,0%,0,113,5,0,14,3,0,0,0,0,0,,,,,,
487,Max Melbourne ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
488,Nampalys Mendy ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
489,Mikel Merino ,Midfielder,24,,,56,71%,,7,34,23,13,,139,151,152,28,39,40,,0,1,812,33.83,1,3,0%,6,41,4,0,30,0,1,1,0,0,1,0.04,,,,,
490,Per Mertesacker ,Defender,6,0,7,2,100%,0,0,6,21,15,0,32,28,10,0,23,7,0,1,0,247,41.17,0,0,0%,0,7,0,0,2,0,1,1,0,0,0,,,,,,
491,Roque Mesa ,Midfielder,11,,,20,65%,,2,13,6,3,,86,36,51,5,2,3,,0,0,486,44.18,0,1,100%,0,27,3,0,14,0,0,0,0,0,0,0,,,,,
492,Matt Miazga ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
493,Simon Mignolet ,Goalkeeper,19,7,24,,,,,,,,,,,,,,,0,2,0,498,26.21,,,,,82,3,0,2,,0,,,,,,,,,,
494,Luka Milivojevic ,Midfielder,36,,,85,61%,,11,71,74,27,,274,194,197,28,49,45,,2,1,"1,652",45.89,2,39,33%,3,122,8,0,69,1,10,0,10,0,1,0.28,,,,,
495,James Milner ,Midfielder,32,,,58,78%,,8,21,22,8,,125,115,95,12,23,18,,0,3,"1,480",46.25,5,123,24%,7,85,3,0,29,0,0,0,0,0,0,0,,,,,
496,Tyrone Mings ,Defender,4,0,5,1,100%,0,1,6,13,1,0,14,5,5,1,2,2,0,0,0,113,28.25,0,1,100%,0,9,1,0,2,0,0,0,0,0,0,,,,,,
497,Kevin Mirallas ,Midfielder,5,,,4,,,0,0,3,1,,,,,,,,,,0,54,10.8,0,4,,,,1,0,1,0,0,0,0,0,0,0,,,,,
498,Demetri Mitchell ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
499,Aleksandar Mitrovic ,Forward,6,,,1,,,1,0,2,2,,,,,,,,,,0,54,9,0,0,,,,0,0,3,1,1,0,0,1,0,0.17,,,,,
500,MJ Williams ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
501,Henrikh Mkhitaryan ,Midfielder,26,,,33,73%,,8,15,5,4,,104,109,149,30,19,23,,0,9,980,37.69,11,84,20%,15,22,2,0,23,4,3,0,2,1,0,0.12,,,,,
502,Moha ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
503,Mohamed Elneny ,Midfielder,13,,,12,50%,,4,10,12,4,,79,27,29,3,6,13,,0,1,837,64.38,1,8,0%,2,23,3,1,4,1,0,0,0,0,0,0,,,,,
504,Mohamed Salah ,Forward,36,,,12,,,33,5,3,2,,,,,,,,,,10,946,26.28,12,86,,,,1,0,16,17,32,2,5,25,3,0.89,,,,,
505,Jayson Molumby ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
506,Jefferson Montero ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
507,Elliott Moore ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
508,Aaron Mooy ,Midfielder,36,,,102,59%,,15,38,48,9,,266,166,160,16,33,39,,0,3,"1,902",52.83,5,185,20%,4,102,5,0,26,2,4,0,2,2,1,0.11,,,,,
509,Álvaro Morata ,Forward,31,,,13,,,16,6,20,13,,,,,,,,,,6,576,18.58,4,19,,,,7,0,41,29,11,7,3,1,1,0.35,,,,,
510,Marlos Moreno ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
511,Wes Morgan ,Defender,32,5,52,35,71%,0,1,31,143,79,0,99,147,104,9,93,58,0,0,0,913,28.53,0,0,0%,0,45,4,0,31,1,0,0,0,0,0,,,,,,
512,James Morrison ,Midfielder,4,,,2,50%,,0,1,0,0,,11,5,7,2,0,2,,0,0,88,22,0,2,0%,0,2,0,0,0,0,1,0,1,0,0,0.25,,,,,
513,Victor Moses ,Midfielder,28,,,37,78%,,9,15,31,20,,143,124,115,32,28,42,,0,3,833,29.75,3,90,21%,2,25,3,0,23,9,3,0,1,2,0,0.11,,,,,
514,Steve Mounie ,Forward,28,,,11,,,5,7,29,22,,,,,,,,,,1,523,18.68,2,9,,,,2,0,28,23,7,3,2,1,2,0.25,,,,,
515,Lys Mousset ,Forward,23,,,9,,,6,3,8,4,,,,,,,,,,0,161,7,2,9,,,,1,0,11,0,2,1,1,0,0,0.09,,,,,
516,Joy Mukena ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
517,Erwin Mulder ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
518,Marc Muniesa ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
519,Arijanet Muric ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
520,Jamie Murphy ,Forward,4,,,2,100%,,1,1,1,0,,6,8,8,1,0,2,,0,0,43,10.75,0,2,0%,0,1,0,0,1,1,0,0,0,0,0,0,,,,,
521,Glenn Murray ,Forward,35,,,18,,,7,5,27,19,,,,,,,,,,0,664,18.97,2,9,,,,9,0,60,35,12,3,7,2,0,0.34,,,,,
522,Ahmed Musa ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
523,Charly Musonda ,Midfielder,3,,,1,0%,,1,0,0,0,,1,4,6,1,1,0,,0,1,18,6,1,0,0%,2,1,0,0,3,0,0,0,0,0,0,0,,,,,
524,Shkodran Mustafi ,Defender,27,9,30,64,72%,1,3,57,171,112,0,158,198,129,1,122,74,0,2,1,"1,734",64.22,3,12,25%,5,73,6,0,26,2,3,2,1,0,0,,,,,,
525,Jordon Mutch ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
526,Boaz Myhill ,Goalkeeper,1,0,1,,,,,,,,,,,,,,,0,0,0,19,19,,,,,8,1,0,1,,0,,,,,,,,,,
527,Clinton N'Jie ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
528,Nacho Monreal ,Defender,28,10,29,54,59%,1,5,56,74,41,1,155,139,119,6,62,63,0,1,2,"1,719",61.39,4,31,19%,0,45,3,0,19,2,5,1,1,3,1,,,,,,
529,Luciano Narsingh ,Forward,18,,,7,,,1,3,3,0,,,,,,,,,,0,194,10.78,2,23,,,,0,0,3,4,1,0,0,1,1,0.06,,,,,
530,Samir Nasri ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
531,Kyle Naughton ,Defender,34,8,50,92,65%,1,7,60,102,47,0,198,208,187,24,69,68,1,0,2,"1,638",48.18,0,62,15%,0,73,1,0,31,0,0,0,0,0,0,,,,,,
532,Mikael Ndjoli ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
533,Didier Ndong ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
534,Layton Ndukwu ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
535,Reiss Nelson ,Forward,3,,,4,,,0,3,0,0,,,,,,,,,,0,79,26.33,0,1,,,,0,0,0,0,0,0,0,0,0,0,,,,,
536,Vashon Neufville ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
537,Julien Ngoy ,Forward,1,,,1,,,0,0,0,0,,,,,,,,,,0,5,5,0,0,,,,0,0,1,0,0,0,0,0,0,0,,,,,
538,Oumar Niasse ,Forward,22,,,10,,,7,2,6,4,,,,,,,,,,2,250,11.36,3,7,,,,2,0,31,20,8,1,4,2,3,0.36,,,,,
539,Eddie Nketiah ,Forward,3,,,1,,,0,0,0,0,,,,,,,,,,0,7,2.33,0,0,,,,0,0,1,0,0,0,0,0,0,0,,,,,
540,Georges-Kévin Nkoudou ,Midfielder,9,,,7,86%,,1,1,1,1,,21,20,32,6,0,1,,0,0,83,9.22,0,13,8%,0,4,1,0,4,0,0,0,0,0,0,0,,,,,
541,Lukas Nmecha ,Forward,2,,,0,,,0,0,0,0,,,,,,,,,,0,5,2.5,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
542,Mark Noble ,Midfielder,29,,,61,59%,,4,47,22,8,,222,137,129,20,10,14,,0,0,"1,324",45.66,2,23,35%,8,114,6,0,28,2,4,0,4,0,0,0.14,,,,,
543,Nolito ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
544,Kristoffer Nordfeldt ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
545,Nordin Amrabat ,Forward,3,,,6,,,0,0,2,1,,,,,,,,,,0,66,22,0,9,,,,0,0,6,2,0,0,0,0,0,0,,,,,
546,Mathias Normann ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
547,Oliver Norwood ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
548,Allan-Roméo Nyom ,Defender,29,7,40,64,61%,0,1,27,83,47,0,147,115,90,10,22,19,0,0,1,753,25.97,2,88,26%,0,37,7,0,20,0,0,0,0,0,0,,,,,,
549,Lewis O'Brien ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
550,Keelan O'Connell ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
551,Stefan O'Connor ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
552,Kieran O'Hara ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
553,Aiden O'Neill ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
554,Dara O'Shea ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
555,Tashan Oakley-Boothe ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
556,Michael Obafemi ,Forward,1,,,0,,,0,0,0,0,,,,,,,,,,0,1,1,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
557,Pedro Obiang ,Midfielder,21,,,53,64%,,4,24,19,9,,124,121,106,24,20,27,,0,0,757,36.05,1,8,38%,2,49,3,0,27,0,2,0,1,1,1,0.1,,,,,
558,Angelo Ogbonna ,Defender,32,7,60,30,80%,0,3,58,191,103,0,135,135,101,9,80,73,0,0,0,"1,013",31.66,1,2,100%,1,90,3,0,15,0,1,1,0,0,0,,,,,,
559,Sheyi Ojo ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
560,Stefano Okaka ,Forward,15,,,6,,,2,0,0,0,,,,,,,,,,1,154,10.27,0,1,,,,2,0,21,4,1,1,0,0,1,0.07,,,,,
561,Shinji Okazaki ,Forward,27,,,25,,,5,8,5,4,,,,,,,,,,2,386,14.3,2,6,,,,2,0,20,9,6,1,5,0,0,0.22,,,,,
562,Ola Aina ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
563,Olufela Olomola ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
564,Martin Olsson ,Defender,36,8,50,34,76%,0,5,31,67,27,0,155,116,115,11,47,34,0,0,1,"1,144",31.78,0,163,14%,0,46,7,0,27,2,0,0,0,0,0,,,,,,
565,Josh Onomah ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
566,Henry Onyekuru ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
567,Divock Origi ,Forward,1,,,0,,,0,0,0,0,,,,,,,,,,0,2,2,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
568,Jordi Osei-Tutu ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
569,David Ospina ,Goalkeeper,5,2,3,,,,,,,,,,,,,,,0,0,0,117,23.4,,,,,22,0,0,0,,0,,,,,,,,,,
570,Nicolás Otamendi ,Defender,34,14,25,58,74%,0,6,48,122,76,1,190,161,121,5,79,68,1,3,0,"3,074",90.41,1,2,0%,3,146,9,0,28,0,4,2,2,0,2,,,,,,
571,Reece Oxford ,Midfielder,1,,,2,50%,,0,0,0,0,,0,2,1,0,0,0,,0,0,2,2,0,0,0%,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
572,Alex Oxlade-Chamberlain ,Midfielder,35,,,37,65%,,16,26,13,6,,113,118,112,57,15,33,,0,7,836,23.89,5,86,24%,13,60,3,0,17,3,3,0,2,1,1,0.09,,,,,
573,Mesut Özil ,Midfielder,26,,,20,65%,,13,12,5,2,,100,79,92,36,1,12,,0,8,"1,809",69.58,13,98,26%,18,57,4,0,18,12,4,1,0,3,0,0.15,,,,,
574,Kasey Palmer ,Midfielder,4,,,6,50%,,1,0,1,0,,8,12,22,3,2,7,,0,0,53,13.25,0,4,25%,1,1,2,0,4,0,0,0,0,0,0,0,,,,,
575,Erik Palmer-Brown ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
576,Costel Pantilimon ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
577,Juan Carlos Paredes ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
578,Mario Pasalic ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
579,Josh Pask ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
580,Jack Payne ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
581,Pedro ,Forward,31,,,20,,,12,13,6,1,,,,,,,,,,2,654,21.1,0,46,,,,1,0,9,15,4,0,4,0,1,0.13,,,,,
582,Adalberto Peñaranda ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
583,Matthew Pennington ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,
584,Dion Pereira ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
585,Roberto Pereyra ,Midfielder,32,,,10,80%,,11,9,3,1,,101,71,116,31,3,17,,0,2,676,21.13,6,49,29%,1,33,3,0,18,2,5,0,5,0,1,0.16,,,,,
586,Lucas Pérez ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,,
587,Kleton Perntreou ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,
588,Philippe Coutinho ,Midfielder,14,,,17,82%,,23,10,2,1,,60,78,77,39,1,7,,0,6,690,49.29,7,58,34%,17,38,0,0,5,4,7,1,6,0,2,0.5,,,,,
